batter,player_name,team_abbr,opp_team,is_home,bat_order,in_lineup,pitcher_id,pitcher_name,p_throws,game_id,game_time,stadium,stand_R,p_throws_R,opp_k_pct_15,game_date,game_pk,is_dome,wind_out,hit_factor,tb_factor,hr_factor,stand,pa,ab,h,doubles,triples,hr,bb,hbp,sf,k,tb,batted_balls,barrels,hard_hits,fly_balls,ground_balls,line_drives,avg_xba,avg_xslg,target_hit_1plus,target_hit_2plus,target_tb_1plus,target_tb_2plus,target_k_1plus,target_k_2plus,batting_avg_15,obp_15,contact_rate_15,k_rate_15,babip_15,iso_15,hr_rate_15,doubles_rate_15,extra_base_hit_rate_15,avg_total_bases_15,avg_k_per_game_15,hard_hit_pct_15,line_drive_pct_15,gb_pct_15,fly_ball_pct_15,barrel_pct_15,xba_15,xslg_15,batting_avg_last_5,k_rate_last_5,xba_last_5,xslg_last_5,batting_avg_vs_R_15,slg_vs_R_15,k_rate_vs_R_15,batting_avg_vs_L_15,slg_vs_L_15,k_rate_vs_L_15,p_contact_rate_allowed_10,p_babip_allowed_10,p_slg_allowed_10,p_iso_allowed_10,p_gb_pct_10,p_fb_pct_10,p_barrel_pct_allowed_10,p_hits_per9_10,p_hr_per9_10,p_k_per9_10,p_k_rate_10,p_hit_1plus,p_hit_2plus,adj_prob,pred_hits,book_markets,primary_line,primary_side,primary_best_book,primary_best_odds,primary_book_implied,primary_has_line,primary_edge,secondary_line,secondary_side,secondary_best_book,secondary_best_odds,secondary_book_implied,secondary_has_line,secondary_edge
572233,Christian Walker,HOU,TOR,1,6.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,1,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,R,4,4,1,1,0,0,0,0,0,1,2,3,0,1,1,2,0,0.318,0.3973333333333333,1,0,1,1,1,0,0.22641509433962265,0.31666666666666665,0.6037735849056604,0.35,0.3333333333333333,0.16981132075471697,0.03333333333333333,0.05,0.09433962264150944,1.4,1.4,0.40625,0.15625,0.40625,0.34375,0.0625,0.32452179487179483,0.5980679487179487,0.2727272727272727,0.24,0.4198733333333333,0.7424100000000002,0.22580645161290322,0.4032258064516129,0.3382352941176471,0.2857142857142857,0.4897959183673469,0.16071428571428573,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.5800458585498587,0.1923538329665966,0.5800458585498587,0.22641509433962265,"{""bet365"": {""0.5"": {""over"": -190, ""under"": 140}}, ""betmgm"": {""1.5"": {""over"": 140, ""under"": -190}}, ""draftkings"": {""0.5"": {""over"": -181, ""under"": 135}, ""1.5"": {""over"": 150, ""under"": -205}}, ""fanduel"": {""0.5"": {""over"": -175}}}",0.5,over,fanduel,-175.0,0.6363636363636364,True,-0.0563,1.5,over,draftkings,150.0,0.4,True,-0.2076
662139,Daulton Varsho,HOU,TOR,1,4.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,0,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,L,4,2,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0.1785,0.6689999999999999,0,0,0,0,0,0,0.2777777777777778,0.3275862068965517,0.8148148148148148,0.1724137931034483,0.3409090909090909,0.05555555555555555,0.0,0.05172413793103448,0.05555555555555555,1.2,0.6666666666666666,0.25,0.20454545454545456,0.5227272727272727,0.18181818181818182,0.0,0.25353555555555557,0.3690622222222222,0.2222222222222222,0.23809523809523808,0.22957333333333324,0.26758666666666675,0.23636363636363636,0.2909090909090909,0.13559322033898305,0.22807017543859648,0.3157894736842105,0.18032786885245902,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.6386124686653891,0.2265151317324304,0.6386124686653891,0.2777777777777778,"{""bet365"": {""0.5"": {""over"": -220, ""under"": 160}}, ""betmgm"": {""1.5"": {""over"": 115, ""under"": -155}}, ""draftkings"": {""0.5"": {""over"": -196, ""under"": 146}, ""1.5"": {""over"": 105, ""under"": -145}}, ""fanduel"": {""0.5"": {""over"": -185}}}",0.5,over,fanduel,-185.0,0.6491228070175439,True,-0.0105,1.5,over,betmgm,115.0,0.46511627906976744,True,-0.2386
665161,Jeremy Peña,HOU,TOR,1,1.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,1,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,R,5,3,0,0,0,0,2,0,0,1,0,2,0,2,0,1,1,0.49250000000000005,0.6675,0,0,0,0,1,0,0.421875,0.463768115942029,0.71875,0.2571428571428571,0.5128205128205128,0.40625,0.1,0.04285714285714286,0.171875,3.533333333333333,1.2,0.4782608695652174,0.3695652173913043,0.41304347826086957,0.17391304347826086,0.021739130434782608,0.5008355555555555,0.8070277777777778,0.391304347826087,0.2692307692307692,0.43561666666666665,0.6994166666666666,0.4153846153846154,0.8153846153846154,0.18055555555555555,0.22950819672131148,0.26229508196721313,0.23076923076923078,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.6861609525695874,0.3004092681772863,0.6861609525695874,0.421875,"{""bet365"": {""1.5"": {""over"": 165, ""under"": -225}}, ""betmgm"": {""0.5"": {""over"": -140, ""under"": 105}}, ""draftkings"": {""0.5"": {""over"": -145, ""under"": 105}}, ""fanduel"": {""0.5"": {""over"": 136}}}",0.5,over,fanduel,136.0,0.423728813559322,True,0.2624,1.5,over,bet365,165.0,0.37735849056603776,True,-0.0769
514888,Jose Altuve,HOU,TOR,1,3.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,1,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,R,4,4,3,0,0,0,0,0,0,0,3,4,0,0,1,1,2,0.2865,0.3175,1,1,1,1,0,0,0.23809523809523808,0.26153846153846155,0.8412698412698413,0.15384615384615385,0.2692307692307692,0.06349206349206349,0.015384615384615385,0.015384615384615385,0.031746031746031744,1.2666666666666666,0.6666666666666666,0.2830188679245283,0.1509433962264151,0.5849056603773585,0.22641509433962265,0.0,0.23767,0.3251211111111111,0.3,0.09090909090909091,0.26109999999999994,0.3255400000000003,0.24193548387096775,0.3064516129032258,0.15625,0.19047619047619047,0.36507936507936506,0.24615384615384617,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.6662569772035433,0.23517103026838537,0.6662569772035433,0.23809523809523808,"{""bet365"": {""1.5"": {""over"": 202, ""under"": -280}}, ""fanduel"": {""0.5"": {""over"": -230}}}",0.5,over,fanduel,-230.0,0.696969696969697,True,-0.0307,1.5,over,bet365,202.0,0.33112582781456956,True,-0.096
664774,LaMonte Wade Jr.,HOU,TOR,1,7.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,0,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,L,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.047,0.05,1,0,1,0,0,0,0.14634146341463414,0.33962264150943394,0.7317073170731707,0.20754716981132076,0.1724137931034483,0.0975609756097561,0.018867924528301886,0.018867924528301886,0.04878048780487805,0.6666666666666666,0.7333333333333333,0.3,0.23333333333333334,0.36666666666666664,0.3,0.0,0.24211904761904762,0.3436666666666667,0.16666666666666666,0.25,0.22524999999999984,0.30974999999999997,0.17073170731707318,0.2682926829268293,0.23529411764705882,0.16326530612244897,0.22448979591836735,0.22413793103448276,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.5155090866824743,0.14073428336312055,0.5155090866824743,0.14634146341463414,"{""bet365"": {""0.5"": {""over"": -135, ""under"": 100}}, ""betmgm"": {""0.5"": {""over"": -125, ""under"": -105}}, ""draftkings"": {""0.5"": {""over"": 115, ""under"": -155}}, ""fanduel"": {""0.5"": {""over"": -140}}}",0.5,over,draftkings,115.0,0.46511627906976744,True,0.0504,1.5,,,,,False,
669397,Nick Allen,HOU,TOR,1,9.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,1,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,R,4,3,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0.06133333333333333,0.066,0,0,0,0,0,0,0.29411764705882354,0.34210526315789475,0.7352941176470589,0.23076923076923078,0.38461538461538464,0.058823529411764705,0.0,0.05128205128205128,0.058823529411764705,0.8,0.6,0.18518518518518517,0.18518518518518517,0.48148148148148145,0.18518518518518517,0.0,0.26079761904761906,0.3059761904761905,0.4444444444444444,0.0,0.3306666666666667,0.3992,0.2222222222222222,0.25,0.28205128205128205,0.3333333333333333,0.45454545454545453,0.1794871794871795,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.4863134053150889,0.1202824239451698,0.4863134053150889,0.29411764705882354,"{""bet365"": {""0.5"": {""over"": -130, ""under"": -105}}, ""draftkings"": {""1.5"": {""over"": 125, ""under"": -165}}, ""fanduel"": {""0.5"": {""over"": -145}}}",0.5,over,bet365,-130.0,0.5652173913043478,True,-0.0789,1.5,over,draftkings,125.0,0.4444444444444444,True,-0.3242
666211,Taylor Trammell,HOU,TOR,1,5.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,0,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,L,4,3,1,0,0,1,1,0,0,0,4,3,0,2,1,1,1,0.37666666666666665,1.0703333333333334,1,0,1,1,0,0,0.21951219512195122,0.36,0.7073170731707317,0.24,0.25925925925925924,0.17073170731707318,0.04,0.02,0.07317073170731707,1.0666666666666667,0.8,0.3103448275862069,0.13793103448275862,0.5172413793103449,0.27586206896551724,0.034482758620689655,0.29052564102564105,0.6977179487179488,0.23529411764705882,0.18181818181818182,0.33043333333333347,0.6634333333333335,0.18181818181818182,0.2727272727272727,0.2641509433962264,0.25,0.46875,0.2777777777777778,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.6021999062640381,0.18681859688823732,0.6021999062640381,0.21951219512195122,"{""bet365"": {""0.5"": {""over"": -160, ""under"": 120}}, ""betmgm"": {""0.5"": {""over"": 155, ""under"": -210}}, ""draftkings"": {""0.5"": {""over"": -156, ""under"": 118}}, ""fanduel"": {""0.5"": {""over"": -140}}}",0.5,over,betmgm,155.0,0.39215686274509803,True,0.21,1.5,,,,,False,
673237,Yainer Diaz,HOU,TOR,1,8.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,1,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,R,4,4,2,0,0,0,0,0,0,0,2,4,0,2,0,3,1,0.3565,0.42575,1,1,1,1,0,0,0.3275862068965517,0.35,0.8448275862068966,0.15,0.3333333333333333,0.2413793103448276,0.06666666666666667,0.03333333333333333,0.10344827586206896,2.2,0.6,0.42857142857142855,0.24489795918367346,0.46938775510204084,0.22448979591836735,0.061224489795918366,0.42525444444444443,0.6790911111111112,0.5,0.18181818181818182,0.4737133333333333,0.73934,0.3103448275862069,0.5862068965517241,0.15,0.2545454545454545,0.34545454545454546,0.15254237288135594,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.5820890183247692,0.1844594692402843,0.5820890183247692,0.3275862068965517,"{""bet365"": {""0.5"": {""over"": -260, ""under"": 190}}, ""betmgm"": {""0.5"": {""over"": -210, ""under"": 155}}, ""draftkings"": {""0.5"": {""over"": 100, ""under"": -135}}, ""fanduel"": {""0.5"": {""over"": -220}}}",0.5,over,draftkings,100.0,0.5,True,0.0821,1.5,,,,,False,
670541,Yordan Alvarez,HOU,TOR,1,2.0,1.0,592791,Jameson Taillon,R,824158,2:10 PM ET,Daikin Park,0,1,0.22073578595317725,2026-08-05,824158,,0,97.4,100.1,118.7,L,5,4,1,0,0,0,1,0,0,1,1,3,0,1,0,1,2,0.44566666666666666,0.5866666666666667,1,0,1,0,1,0,0.3888888888888889,0.5217391304347826,0.7777777777777778,0.17391304347826086,0.4473684210526316,0.3333333333333333,0.057971014492753624,0.08695652173913043,0.18518518518518517,2.6,0.8,0.5714285714285714,0.2619047619047619,0.38095238095238093,0.2857142857142857,0.023809523809523808,0.42863111111111113,0.8019288888888888,0.4444444444444444,0.12,0.41169333333333336,0.6137533333333336,0.4230769230769231,0.7884615384615384,0.14492753623188406,0.21311475409836064,0.2786885245901639,0.20588235294117646,0.7089201877934272,0.18994413407821228,0.5282051282051282,0.2717948717948718,0.3576158940397351,0.4105960264900662,0.052980132450331126,8.678571428571429,2.8928571428571432,8.035714285714286,0.2127659574468085,0.6880919324592271,0.24531553170863438,0.6880919324592271,0.3888888888888889,"{""betmgm"": {""0.5"": {""over"": -135, ""under"": 100}}, ""bet365"": {""1.5"": {""over"": 195, ""under"": -270}}, ""draftkings"": {""1.5"": {""over"": 189, ""under"": -256}, ""0.5"": {""over"": -130, ""under"": -105}}, ""fanduel"": {""0.5"": {""over"": -250}}}",0.5,over,draftkings,-130.0,0.5652173913043478,True,0.1229,1.5,over,bet365,195.0,0.3389830508474576,True,-0.0937
665926,Andrés Giménez,TOR,HOU,0,8.0,1.0,686613,Hunter Brown,R,824158,2:10 PM ET,Daikin Park,0,1,0.17810760667903525,2026-08-05,824158,,0,97.4,100.1,118.7,L,3,3,1,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0.0335,0.0405,1,0,1,0,1,0,0.2222222222222222,0.25,0.8444444444444444,0.14583333333333334,0.2564102564102564,0.044444444444444446,0.0,0.041666666666666664,0.044444444444444446,0.8,0.4666666666666667,0.1794871794871795,0.20512820512820512,0.41025641025641024,0.28205128205128205,0.0,0.33653846153846156,0.4435576923076923,0.21428571428571427,0.0625,0.18793750000000004,0.23397916666666663,0.2,0.2222222222222222,0.14583333333333334,0.24528301886792453,0.39622641509433965,0.1724137931034483,0.579185520361991,0.17415730337078653,0.30601092896174864,0.1092896174863388,0.515625,0.2265625,0.0078125,7.132075471698114,1.1886792452830188,10.018867924528301,0.26339285714285715,0.5442422327951748,0.18123093765891266,0.5442422327951748,0.2222222222222222,"{""bet365"": {""0.5"": {""over"": -115, ""under"": -115}}, ""betmgm"": {""0.5"": {""over"": -125, ""under"": -105}}, ""draftkings"": {""0.5"": {""over"": 165, ""under"": -225}}, ""fanduel"": {""0.5"": {""over"": 168}}}",0.5,over,fanduel,168.0,0.373134328358209,True,0.1711,1.5,,,,,False,
